,Movie_Session,Movie_Tittle,Type,Comment_Content,Link
69,17,兩個只能活一個,Best Visual Effects,"
May 17, 2010
I really enjoyed it. The acting is perfect, the photography is great as well (very warm colours that reminded me of Wong Kar Wai films a little), and above all the use of music was delighful (a variety of cha-cha tracks that seem slightly out of place but at the same time, give the scenes a kind of detached irony, I don't know, it's just great). The story is nothing special, there's a nice twist at the end, otherwise it's not really the script but rather the style that makes the movie so good. The characters are delightfully quirky and have funny obessions and weird ways of having fun. It's a little violent, a couple of fights and fingers being cut but nothing too nasty to watch.",https://www.rottentomatoes.com/m/odd_one_dies/reviews?type=user
70,16,甜蜜蜜,Best Film,"This movie is delightful from start to finish. Although some of the coincidences and chance meetings are highly improbable (both going to NYC? Both watching the same TV set at the same time?), they cannot spoil what is a genuinely touching and moving experience.

Instead of a the usual scenario where two people try desperately to find love, the two leads, Li Chiao (Maggie Cheung) and Li Xiao Jun (Leon Lai), try desperately to avoid it. Both Mainlanders, she has come to Hong Kong to make her fortune; he has come to earn enough money to marry his long-time fiancée back on the Mainland. Through a brief meeting in a McDonalds where Li Chiao works one of her several part-time jobs, and Xiao Jun has come to experience the unknown-in-his-hometown food, they become friends. They discover a shared love for the songs of Taiwanese singer Teresa Tang, which become the soundtrack to their relationship. Both are lonely, and gradually they form a genuine friendship, then a not-so-casual intimate relationship. Their struggle to remain true to their original goal in coming to Hong Kong leads to an emotional crisis for both them and their partners. The struggle takes place over a ten year period, during which they separate only to keep bumping into one another and reopening old wounds. The resolution of this struggle is sweet indeed.

The lead actors are both exceptional, particularly Leon Lai, who always seemed to be playing a variation on himself until this film. He is completely believable as the naive and trusting Xiao Jun, and Maggie Cheung is, as ever, radiant and affecting. The songs of Teresa Tang are used to great effect, one of which gives the film it's title (Tian mi mi, the title of the Chinese version, roughly translates as Sweet Like Honey).

Loses a point for the number of coincidences, but otherwise unreservedly recommended.",https://www.imdb.com/review/rw1004327/?ref_=tt_urv
71,16,甜蜜蜜,Best Art Direction,"Other reviewers have said it well: this is a wonderfully romantic film. I hate to make a statement like, ""It's the Asian version of . . . "", because the film doesn't need a comparison to any American film to have an identity, BUT it has several things in common with ""The Way We Were"", ""Comrades"" follows an up-and-down romance over the span of several years and has that same quality of bittersweet fate hanging over them throughout. The early scenes in which Li Xiaojun (Leon Lai) and Li Qiao (Maggie Cheung) begin their love affair are particularly entertaining. A favorite scene: Li Xiaojun helping Li Qiao on with her coat, they get closer and closer, their lips brush together, then they embrace, then a full on kiss, then mutual passion overtakes them as they both feverishly unbutton that same coat they had just been struggling to button. The scene is both sweetly romantic and humorous.

Another similarity to ""The Way We Were"" is that both films benefit from a tear-inducing song, in this case a love song by Taiwanese singer Teresa Tang which plays a vital role in the plot. Great job of direction by Peter Chan and a wonderful script, but it's the performance by Maggie Cheung that really sells the film. From the moment you see her behind the counter at McDonald's you're hooked by her energy, spunk, attitude, and determination. Her character runs the gamut of emotions during the course of the film and there wasn't one false moment in her performance. She is totally believable, whether she's flashing a self-satisfied grin into her ATM machine or dealing with a devastating loss (I won't give it away, but Cheung's reaction is heart-wrenching). ""Comrades"" is truly a wonderful film.",https://www.imdb.com/review/rw0942392/?ref_=tt_urv
72,16,甜蜜蜜,Best Visual Effects,"The film deals with an every-day subject that lots of films have dealt with so far: boy meets girl. So many people might tend to say ""It's always the same with that kind of stories"", but in this case they are wrong. This film is simply lovely. Everything is there. The rough meeting, the soft touch, the first realization, the despair in the rain, the slight hope, the fate's sign and finally the supernatural power of emotions. All this with Hongkong and New York - two of the most exciting cities in the world - as background and casted with the outstanding actress Maggie Cheung who I'd love to see more often in the cinema.

There might be bigger love stories, but for those two hours you watch this film the most beautiful love story comes from Hongkong.",https://www.imdb.com/review/rw0397514/?ref_=rw_urv
73,15,天國逆子,Best Film,"Yim Ho's second Mandarin language film is a text book example of an ethical dilemma. Eaten alive by inner turmoil a mill worker walks into a police station to turn the mother who coddled him during his formative years in for murdering his domineering father whose death was previously ruled to illness. Though it hardly ignited a resurgence of Mandarin language cinema in Hong Kong, ""The Day the Sun Turned Cold"" runs a gamut of bittersweet emotions and belongs in the former colony's cinematic pantheon.",https://www.rottentomatoes.com/m/the_day_the_sun_turned_cold_1994/reviews?type=user
74,15,和平飯店,Best Art Direction,,
75,15,和平飯店,Best Visual Effects,,
76,14,飛虎雄心,Best Film,,
77,14,東邪西毒,Best Art Direction,"As a Chinese, I had chance to watch Kar Wai Wong's movies in my childhood. One of them is Dung che sai duk. But at that time, I couldn't even understand any of the actor's lines. Didn't understand why they people fight or cry. Then I fell asleep.

But after many years, when I went to university, when the girl I deep in love with left me to another country. I saw DVD of this film again, alone. And this time I cannot help enjoying it. Every actor's line touched me very very much.

What's behind the mountain? May be another mountain, and another. How wonderful it'd be to forget the past. Everyday would be a new beginning. Isn't that great? What's love? Maybe love is to leave the one you love, to win the one then finally find you have lost everything including yourself.

Now I have my job and new life. Many things have been past for a long time. And this movie, I cannot remember some of the scenes. But sometimes I still recall lots of words they say. When I am alone, when I feel gloomy or a little bit sad, the words will come to my mind with beautiful music and the scene of huge desert.

In this world, something's gonna change, something's not. If you cannot have someone, the only thing you can do is not to forget.

I will never forget.",https://www.imdb.com/review/rw1812951/?ref_=tt_urv
78,14,金枝玉葉,Best Visual Effects,"The producer Sam (Leslie Cheung) and the singer Rose (Carina Lau) are a successful and happy couple on the screens and in the news. However, in the real life, they are splitting. Billy (Anta Yuen) is a girl, who dresses like a man, trying to get a spot in the show business. The problem is that both Sam and Rose fall in love with her. This Hong Kong version of `Victor or Victoria' is a funny romantic comedy and a good entertainment. The problem is that in Brazil, the Brazilian distributor Abril Video has decided to release a version dubbed in English, forgetting that the speech is part of the interpretation, destroying a funny movie with a ridiculous dubbing. A shame! Anyway, my vote is seven.",https://www.imdb.com/review/rw0340042/?ref_=tt_urv
79,13,重案組,Best Film,"Jackie Chan takes a career swerve with Crime Story, a dark-edged cop thriller in which the star's stunts play second fiddle to plot and mood.A slick, engaging police thriller and a curious but highly welcome change of pace for Jackie Chan.",https://www.rottentomatoes.com/m/1074827-crime_story/reviews
80,13,青蛇,Best Art Direction,"Two snakes that evolved into women, a tibetan priest, a teacher of poetry and a wonderful frame made up of peach blossom petals, lotus flowers and lanterns lit at night on the river are the ingredients that make ""Green Snake"" a dream-like movie. The story, slow compared to Tsui Hark standards, flows through two paths: on the first one (lighthearted, playful and with a touch of irony which is never unwelcome) we get to enjoy the life of two snake-girls (White Snake, played by Joey Wang, and Green Snake, played by Maggie cheung) who, by stumbling into a village and alluring every one, cause a lot of turmoil among the people's hearts. White Snake, having trained much more than Green Snake and thus having acquired human feelings, actually succeeds in winning the love of the poetry teacher. On another scenario, the tibetan priest lives in a nearby temple, meditating, trying to gain spiritual ascension, helping people whenever they are in trouble and in general doing his best to preserve the natural balance of the world. However, not everything is like it seems at first glance: while the two snake-girls actually show some positive will and determination as they tend sick people, the priest, although he stops tidal waves from flooding the village, never goes down to experiencing the condition of people... and, by acting as judge, risks of falling into the trap of self-esteem and prejudice. Apart from the thoughtfulness it inspires, the movie is unique in fantasy and never ceases to wonder, regardless if it's autumn, winter or spring! 10/10",https://www.imdb.com/review/rw0319774/?ref_=tt_urv
81,13,東方不敗之風雲再起,Best Visual Effects,"This film has a number of names, East is Red, Swordsman III, Invincible Asia 2: Turbulence Again Rises , and Dong Fang Bu Bai: Feng yun zai qi .This is the third in a series of Swordsman Films. This is a surprising plot, its early 18th century and the Spanish the Japanese invaders and the Spanish colonialists have shown up ion the Asia shore, they combine forces with a band of local Asians who are after the Special scrolls. This film is full of flying swordsman fantasy. Also have neat things like throwing needles that go through Cannons, A ship that turns into a submarine. Its an OK film, doesn't make me want to rent first two in series. But I can't part with more then 2 1/2 stars.",https://www.rottentomatoes.com/m/swordsman_iii_east_is_red
82,12,92黑玫瑰對黑玫瑰,Best Film,,
83,12,阮玲玉,Best Art Direction,"I'm a novice at Chinese history, especially in the area of periods of film, and, being American, I'm particularly fascinated by it and comparing it to period pieces set in the 1930's US (a la ""Cat's Meow"" or ""Miller's Crossing""). I was particularly taken with Centre Stage's attention to detail in period dress, music, and movie deal-making among the industry. As opposed to American movies focusing of stars/starlets' merciless climb to the top of the industry, Maggie Cheung plays Ruan as a kind, clever, and talented actress whose versatility and assertiveness helps her move beyond pigeonholing by the industry to play a wide range of parts--revolutionary, new woman, peasant-girl.

One part it seems which has been overlooked in the few reviews I've read is how this image of feminism illustrates China's version of liberation. Cheung plays Ruan as both a feminist in charge of her career, as well as a woman who is in control of her scandalous affair with Lawrence Ng's character. The difference between her and him being that men are understood to have concubines and are forgiven for the indecency, while Maggie's career is ruined (though she never apologizes for it in any way). Traditional roles still trump profession in 1930's China, but the sadness of it all being retold shows a strong Ruan overcoming every possible trap--losing a career over an affair, especially--and maintaining her desires for success.

For Cheung's performance, it never wavered. I was a big fan of hers in ""Irma Vep"" and she was just a strong in this role playing Ruan. Effortless shifts between emotion (""So, you're showing me your true face,"" her lover says as she blows smoke in his face obstinately, then switches to a kindly-wife smile--is she practicing her role in the movie, or is that really her?), graceful poise courtesy of the era before slouching was cool, private display of emotion, and elegant role-play as mistress and ex-wife with Tony Leung.

I'd have to know more about the history of Ruan to know if this is an accurate portrayal of her life, but the film-making style of inter-cutting Cheung playing her in the 30's while interviews with Ruan's colleagues from that time as they are interviewed by the director of the movie is a fascinating way to present her history. Is it a bio-pic? Is it a historical fiction? Is it a retrospective? It's all and more.",https://www.imdb.com/review/rw1062151/?ref_=tt_urv
84,12,阮玲玉,Best Visual Effects,"I stumbled on a DVD copy of the film from the local library, but before that I never heard of this film. Stanley Kwan also directed Rouge, a film I enjoyed and liked very much, and that prompted my decision to make the time investment to watch it.

Center Stage, aka Yuen Ling-Yuk (Cantonese pronunciation of the main character) or Ruan Ling-Yu (the mandarin equivalent) is a slow film, a period piece focused on the life and premature death of an actress in the 30's in China. As a kid growing up in Asia several decades ago I never watched B/W silent films, so Yuen was never known to me, until now.

It was a slow film, but well acted and researched. I enjoyed the depiction of Shanghai in the 30's and the personification of various people in the entertainment circle. This film is obviously not for everyone. For the selected few with the interest or the cultural background, it is a film worth watching. If nothing else, it is a cultural lesson on the filming business and a snapshot of the Chinese society in 1930. Seeing some big name actors in it, doing what they do best, is a bonus.",https://www.imdb.com/review/rw1813338/?ref_=tt_urv
85,11,五億探長雷洛傳,Best Film,"
Aug 29, 2011
The first of the story of Lee Rock, a humble police officer who becomes embroiled in the world of police corruption. Andy Lau is not given a lot to work with, its mostly misunderstandings and pay offs, with a small climax at the end. It doesn't even have a real ending, it literally ends with a trailer to the films Lee Rock II and Lee Rock III.One of the best movie of Andy Lau in the early nineties. Good story buildup. He star as Lei Luo, join the police academy in 1949. He was clean and righteous, refusing bribes and taking protection money. Ng Man Tat sell cakes and Andy's partner collect money from him and take some cakes. Andy pays Ng for the cakes. The guys from CID collects more money and at more turfs. Andy first encounter with a veteran cop Kwan Hoi-Shan when a corrupt guy get transfer to CID and treat everyone to eat. Both of them pay with their own money. Andy is dating Chingmy Yau secretly. Her wallet is stolen and Andy chase the thief. Other gang beat him up. Ng come to help him. Andy probation is extended by one year. Chingmy father refuse Andy to see her and threaten to send her to whore house if he can't give him $50k. He got drunk and take Kwan gun to bet at a Fong Lung casino, got beaten up badly. Kwan settle for him. Paul Chun, a famous corrupt cop from CID drops in Kwan birthday bash. He is formerly under Kwan. Andy made Paul angry at the gambling table. Kwan tell Andy if he want to be good and rich, he must take bribes. His neighbourhood caught fire in 1951and Chingmy parents are dead but she is gone to China. Andy can't find her with the lead. In 1952, Andy transfer to CID with Kwan help. He tell Andy to be tough on gangster bullies. He go to the casino to collect money and beat up Fong Lung. The team raid a opium den which Ng is the keeper. Andy take care of him. Some constables have been crossing turf to collect money from Kwan turf. Andy saw Sharla Cheung at a club and she is disturb by some hooligans. Andy go to save her but she call in her gang. He fires the gun and want all bring back. Sharla flirt with him and her men leave the scene. She is bring back as well. Kwan tell Andy her father is a gang boss in Kowloon and she is release. Andy and 2 others are in a nightclub where a troublemaker is harassing a stripper. He is not afraid of the trio because he is brother-in-law of Paul. Andy punch him and they find drugs on him. Paul demand release of the guy. He want Andy to crawl in between his legs and throw a feast as apology. Kwan point his gun and lock the guy up, not giving in to Paul. In 1955 after offended Paul, Andy is transfer to a faraway station and Kwan early retirement. Sharla knock down a cow and Andy cuff her to station. He finally woo her. He and Ng is kidnap by Sharla father and he want Andy to leave his daughter. He refuse his offer and gotten the father admiration. The boss invite Paul for a meal and want him to forgive a relative who offended him before. Paul give his words and Andy is the one. He marry Sharla. Paul spit the tea at his face and left. In 1957, Andy is promoted to detective sergeant. Kwan call to congratulate him and he is working as bodyguard for rich people. Andy change the way of collecting money. He make Ng representing him. Kwan help a rich client for not repaying debts to own to Fong Lung and that guy ran away during the meeting. They hold him hostage. On the road, Kwan saw police and shout for help. The baddies end up in an old hut. Andy and Paul soon arrive with backups. Andy is risking it to go up alone to negotiate. He try to snatch Fong Lung gun and he is beaten up. Push to the window, Paul hold back the men. Andy manage to grab the gun he placed outside the pipe and shoot the thugs. Fong Lung is kill by Kwan who slam onto him. Paul charge in after Andy give the clear signal. Fong Lung bites his ear. The commissioner commended Andy for taking care of his district crime free. Paul ask the triads boss to meeting and support him to be the sergeant major of a district. Two bosses aren't interested. Paul want to crack many cases to leave a good impression with the superiors. They get scapegoats for it. Andy bump into Chingmy with a son outside the cinema. In 1960, Andy is the most influential cop in the force and assets worth $500 million. This movie is continue with part 2.",https://www.rottentomatoes.com/m/lee_rock/reviews?type=user
86,11,九一神鵰俠侶,Best Art Direction,"This is the movie that got me hooked on Hong Kong action cinema, so regardless of its faults, I will always have a weak spot for it. Most ingredients are standard HK action fare: wooden acting, some forgetable cantopop song, dubious humor, and a slightly incomprehensible plot. Yet there's also lots of action, and this is where the film really shines. There is swordplay with flexible swords, there are vicious yo-yo's (!), there are silly supernatural villains, and there's a hero whose shirt keeps slipping from his shoulders. This hero is Andy Lau, who lets his charisma do most of the acting. he is supported by Aaron Kwok and Anita Mui (in a semi-funny double role). All in all, it's better-than-average HK fare, that probably will also appeal to non-fans.",https://www.imdb.com/review/rw0307594/?ref_=tt_urv
87,11,九一神鵰俠侶,Best Visual Effects,Even when it is obvious that this is a low budget production. You still will be amazed by the beautiful cinematography and artwork. It is like a live action manga. Some special effects are a little cheesy. But they are used in such a way that you won't mind. The action scenes are fast paced and very energetic. There is not much of a story. The main part is about Ching's love for Yiu May-kwan (Anita Mui). There is lot of humor used in this movie. Sometimes it is a bit over the top but in combination with the serious love theme there is a fine balance which overall is very enjoyable. This movie is a showcase what the hong kong cinema is about. The lack of budget never is a problem for hong kong movie makers to be creative and come with a good product. When it comes to action Hong Kong cinema is the best. Saviour of the Soul is proof of that.,https://www.imdb.com/review/rw1610655/?ref_=tt_urv
88,10,阿飛正傳,Best Film,"In Wong Kar-wai's 1991 film Days of Being Wild, Yuddy (Leslie Cheung), a charming drifter captures the attention of store attendant Su Lizhen (Maggie Cheung) by asking her to look at his watch. When she sees that it says one minute before 3:00PM on April 16, 1960, he tells her that she will never forget the moment and will dream about him that night. The next time they meet, the moment becomes two, then one hour, then weeks and months but Yuddy is like the mythical bird with no legs that just flies and flies and never lands. Abandoned by his real mother and brought up by a wealthy alcoholic courtesan (Rebecca Pan), he does not know where he came from or where he is going. He treats women with little respect, discarding them when they no longer serve his purpose. When one lover asks him if he loves her, he tells her that during his life he will be friends with many, many women but won't know whom he truly loves until the end.

Days of Being Wild unfolds like a dream with color filters, unusual shadows, and the sights and sounds of Hong Kong's rainy nights and sweltering summers. Based on the director's memories from his childhood and admiration for the style of Argentinean novelist Manuel Puig (Heartbreak Tango), the film is a series of episodes involving six people who touch each other's lives. After his short-lived relationship with Su, Yuddy meets a cabaret dancer who calls herself Mimi (Carina Lau) but their relationship fares no better and she is left to suffer the consequences of their breakup. Meanwhile, Su meets Tide (Andy Lau), a gentle policeman whom she is able to confide until he suddenly leaves Hong Kong to become a sailor. Each character seeks a sense of identity and fulfillment. After Rebecca tells him of her plans to move to America with her boyfriend, she finally lets him know who and where his real mother is. After Yuddy goes to the Philippines to try to find his mother, the lives of the main protagonists come together in a powerful conclusion.

Days of Being Wild may sound like a soap opera but the film reaches a much higher artistic level. Supported by outstanding performances by Leslie Cheung, Maggie Cheung, and Jacky Cheung as Yuddy's only friend Zeb, it is a tone poem about longing and one's search for identity. We care about the characters even though they don't seem to care about themselves. Like many of us, they pine for the things that might have been, the word that was never said, and the love that remains elusive. A commercial failure but an artistic triumph, Days of Being Wild is a moody, atmospheric film that with its background of popular music, in this case 1950's rumbas and cha-cha's, forecasts the director's later In the Mood For Love. As a beautifully realized example of alienated people desperately seeking their place in the world, however, it stands securely on its own.",https://www.imdb.com/review/rw0290586/?ref_=tt_urv
89,10,秦俑,Best Art Direction,,
90,10,阿飛正傳,Best Visual Effects,"In Wong Kar-wai's 1991 film Days of Being Wild, Yuddy (Leslie Cheung), a charming drifter captures the attention of store attendant Su Lizhen (Maggie Cheung) by asking her to look at his watch. When she sees that it says one minute before 3:00PM on April 16, 1960, he tells her that she will never forget the moment and will dream about him that night. The next time they meet, the moment becomes two, then one hour, then weeks and months but Yuddy is like the mythical bird with no legs that just flies and flies and never lands. Abandoned by his real mother and brought up by a wealthy alcoholic courtesan (Rebecca Pan), he does not know where he came from or where he is going. He treats women with little respect, discarding them when they no longer serve his purpose. When one lover asks him if he loves her, he tells her that during his life he will be friends with many, many women but won't know whom he truly loves until the end.

Days of Being Wild unfolds like a dream with color filters, unusual shadows, and the sights and sounds of Hong Kong's rainy nights and sweltering summers. Based on the director's memories from his childhood and admiration for the style of Argentinean novelist Manuel Puig (Heartbreak Tango), the film is a series of episodes involving six people who touch each other's lives. After his short-lived relationship with Su, Yuddy meets a cabaret dancer who calls herself Mimi (Carina Lau) but their relationship fares no better and she is left to suffer the consequences of their breakup. Meanwhile, Su meets Tide (Andy Lau), a gentle policeman whom she is able to confide until he suddenly leaves Hong Kong to become a sailor. Each character seeks a sense of identity and fulfillment. After Rebecca tells him of her plans to move to America with her boyfriend, she finally lets him know who and where his real mother is. After Yuddy goes to the Philippines to try to find his mother, the lives of the main protagonists come together in a powerful conclusion.

Days of Being Wild may sound like a soap opera but the film reaches a much higher artistic level. Supported by outstanding performances by Leslie Cheung, Maggie Cheung, and Jacky Cheung as Yuddy's only friend Zeb, it is a tone poem about longing and one's search for identity. We care about the characters even though they don't seem to care about themselves. Like many of us, they pine for the things that might have been, the word that was never said, and the love that remains elusive. A commercial failure but an artistic triumph, Days of Being Wild is a moody, atmospheric film that with its background of popular music, in this case 1950's rumbas and cha-cha's, forecasts the director's later In the Mood For Love. As a beautifully realized example of alienated people desperately seeking their place in the world, however, it stands securely on its own.",https://www.imdb.com/review/rw0290586/?ref_=tt_urv
91,9,八両金,Best Film,"October 24, 2020
I must admit to enjoying the ludicrous and extreme Red to Kill, and while a Cat III classic, it's certainly not a film recommended for everyone。March 25, 2004
For all its flirtation with the boundaries of bad taste, never once does Red to Kill come close to treating the mentally handicapped as worthy of ridicule.",https://www.rottentomatoes.com/m/red_to_kill/reviews
92,9,不脫襪的人,Best Art Direction,"Lovely movie. Warm, sad, touching. The father dies but comes back in his accidental killer's body. Loved it.
Oct 11, 2013
A Fish Story has made it into that small circle of family-friendly films that are neither silly nor insipid.",https://www.rottentomatoes.com/m/a_fish_story_2013/reviews?type=user
93,9,奇蹟,Best Visual Effects,"I recently picked up a full, subtitled copy of 'Miracles', and I must say that the original is better than the dubbed version I had previously seen, and that version was also around half an hour shorter than the original version. The dubbed version cut out some not-so-important scenes, but things still got confusing at times, and some very funny scenes which did not make into the dubbed version, and at least one of the fight scenes was significantly edited in the dubbed version.

'Miracles' a very different movie to most of Jackie's work. There is the trademark Jackie Chan action and slapstick, but fights and action sequences are not as frequent as they are in his other movies, as 'Miracles' is more about Jackie proving to critics that he can make a movie with extravagant sets and costumes, and complicated camera shots (Who can blame him? James Cameron did the same thing, but 'Miracles' is a both an enjoyable and a good movie, while 'Titanic' is neither).

The movie is funny, and the action (what action there is) is excellent, and even the acting is great.

9/10 A great movie. Check it out if you're a Jackie Chan fan, but make sure you get the full, subtitled movie (should be about two-hours).",https://www.imdb.com/review/rw0974197/?ref_=tt_urv
94,8,七小福,Best Film,"This is NOT a Sammo Hung action movie. See it anyways. This is the story of a Chinese opera troop and their harsh master (played by Sammo). The troop in question is the one that produced such greats as Jackie Chan, Sammo Hung, and Yuen Biao. There is very little action in this movie, it is a drama. Sammo plays a VERY hard teacher, but he conveys a level of love for his pupils that makes his harsh treatment of them seem very difficult on him. This is Sammo's best drama. It is a coming of age tale, a biography, and a very moving film.",https://www.imdb.com/review/rw0261165/?ref_=tt_urv
95,8,旺角卡門,Best Art Direction,"Wong Kar Wai's debut effort as a feature film director already showcase flashes of talent from the would-be auteur. ALthough not as groundbreaking or innovative as some of his better known films (eg. Chungking Express/ Fallen Angels), nevertheless it displayed some of his distinct signature styles, (eg. naturalistic & idiosyncratic dialogue, character driven films) and themes(eg. love,urban environment, world in turmoil and chaos)

Obviously inspired by Martin Scorsese's early effort 'Mean Streets', which was in turn partly inspired by 'beat' filmmaker John Cassevetes debut film 'Shadows'; 'As Tears Go by' is 'Mean streets' set in Hong Kong. The harsh depiction of traid and street gang culture is in sharp contrast to the stylish gun-totting hoods from John Woo's 'A Better Tomorrow'. In many ways, Wong's depiction came accross as more bittingly realistic, helped by its many on-location filming (another WKW style). Hong Kong's neon lit streets/dark dingy alleys/fluorescence interiors/late night piers, blended in perfectly with Wong's story set in contemporary urban HK. Very interesting camera work and lighting that is different from the other HK films coming out from that era. It displayed an early WKW visual flare, again evident in Chunking Express and Fallen Angels, which utilizes similar locations and settings, as well as ferentic camera movements and stylised composition. Credit should be due to art director Chang Shu Ping, who collaborated with Wong in all of his subsequent films. Of note too is cinematographer Andrew Lau, who will go on to helm the 'Young & Dangerous' series that bears several visual & subject matter influences from this film.Though I must add that Young & Dangerous portrayal of heroic gansters is more glorifying than Wong's pathetic bloodied characters.

Excellant performances from all three leads, which bagged Jacky CHeung(doing a Robert de niro) the best supporting actor and Andy Lau a nomination for best actor at that year's HK film awards. Maggie Chueng claimed that this was the first time she discovered the true potential of screen acting. Also unforgettable is Alex Man's supporting turn as the most sadistic villian imaginable.

'As Tears go By' is probably the only WKW film that is fully scripted (WOng served as a scriptwriter in other generic HK movies for several years before this effort), and it shows. Some clever and subtle original touches in the first act, that translates Scorsese's tortured characters and ethnic Itlian dispora to local HK flavor and motivations. However, the conflict dragged on by the second act, and the film seems indecisive as whether to focus on the Andy Lau/Maggie Cheung love story arc or on his dillema with his understudy pal Jacky Cheung and their conflict with bad ass Alex Man. Scorsese's 'Mean Streets' works because it manages to stay focus on the main protaganist POV and motivations. The whole film is centered around Harvey Keitel's character, and the other characters serves as his burden to his climb up the mafia ranks. That direction seems lost in Wong's version. The last act/conclusion seems rushed, cliche and definitely predictable. What I suspect, and logically seems plausible, is the interference of the producers and financiers on 'As Tears go by'. WOng had claimed in interviews that his early work was being hampered in many ways by others, hence his firm decision and insistence to be the producer in all his subsequent films. He wants to and achieves total artistic control over all of his later films.

Nevertheless, 'As Tears Go by' is without a doubt a milestone of WOng's career as well as Hong Kong cinema. The visceral on-screen violence, realistc seedy portrayal of HK's underworld and streets locale, and cosmopolitan loves and relationships was never before seen on HK screens during its day. It is preceded only by John Woo's 'A Better Tomorrow', which in many ways is a different kind of film with very different themes. Definitely worth catching for fans of Wong Kar Wai and those who love Hong Kong cinema.

7/10 from me.",https://www.imdb.com/review/rw0263967/?ref_=tt_urv
96,8,旺角卡門,Best Visual Effects,"I'm by no means a Kar Wai Wong aficionado; I've only seen 2 of his films (this and his follow-up feature ""Days of Being Wild""). But from what I've seen, this is the best place to start.

Kar Wai Wong films are very artistic, and from a technical perspective they are downright miraculous. However, as is the case with many artistic directors, an over emphasis on art can result in losing the audience. After all, not everyone is able to grasp the totality of a film in just 90 minutes. That said, if I had started with ""Days of Being Wild"" or even one of his more abstract creations I may have been lost.

""As Tears Go By"" is an excellent way to dip your toes in the pool. While it is rich with visual poetry, it is not so complex that it loses its audience. It has a linear story which uses explosive scenes of violence to keep us awake, and at the same time there is a gentle & poetic undercurrent. The story is about a young man who is involved in the criminal underworld, and his life is torn between 3 elements: duty to his bosses, loyalty to his friend, and a hope for love with a mysterious girl who drifts into his life.

It is an age-old theme, but it's always worth exploring because it cuts to the heart of who we are as humans. Within this story are powerful doses of rage, humility, fear and hope. What may separate this film from others is the way the main character wants to do the right thing. Sure, he's a tough guy, but he's not beyond rationality and knowing when to get the heck outta dodge. The question is, will life/fate allow him to do the right thing?

Although I feel that Kar Wai Wong's ""Days of Being Wild"" is a superior cinematic achievement, I think ""As Tears Go By"" has a more direct connection with the audience simply because the main character is very human and likable. Also his sidekick ""Fly"" is very funny. Good humor is rare in a lot of art films, but it's not lacking here.

I would compare ""As Tears Go By"" to another excellent film, Michael Mann's ""Heat"" with Robert De Niro playing the thief torn by the same 3 elements: duty, friends and love. Another good one is the Chinese film ""The Drummer"" about a gangster's son torn by which path to take: his father's (violent) or his sister's (caring). To me, the best in the genre is Takeshi Kitano's ""Hana-Bi"" (Fireworks) which really shows the bipolar life of a violent man who is deeply in love with his wife. If you liked any of these films, I think you'll enjoy ""As Tears Go By"". Similarly, if you like ATGB, check out the others I mentioned.",https://www.imdb.com/review/rw3087967/?ref_=tt_urv
97,7,天菩薩,Best Film,"In this low-key variation on Stephen King's The Dead Zone, a shy locksmith in Buenos Aires acquires the ability to intuit his clients' innermost secrets and discovers that most people get through life by lying to themselves. This leads him to reevaluate his own behavior, but he's too timid to change his life even after he realizes he should. Writer-director Natalia Smirnoff emphasizes character and atmosphere over plot; apart from a few small interpersonal conflicts, this 2014 drama focuses exclusively on the hero's internal development. It feels like a short story more than a novel, but given the sympathetic and detailed characterization, that's not necessarily a bad thing. In Spanish with subtitles.",https://www.chicagoreader.com/chicago/lock-charmer/Film?oid=17232007
98,7,倩女幽魂,Best Art Direction,"I first saw this film when it was transmitted around 1988 by the BBC when I was working on UK's 2000AD. My pal Steve Parkhouse recorded it on VHS and sent it to me. Up till this point, I'd really only seen the Shaw Bros kung fu movies, with their harsh lighting (so audience could see the moves clearly), so it was a revelation to me to see something that looked like it had been lit by Ridley Scott coming out of Hong Kong. This was also my first exposure to the movies of Tsui Hark (pronounced, apparently, ""Choy Huk"").

Yet for all the smoky, back-lit exteriors and ambitious special effects (Stop-motion? In a Hong Kong Movie?) at the heart of Chinese GHOST STORY lies a simple and moving love story, made all the more real by the outstanding acting talent of Leslie Cheung (what a tragic, tragic waste of a life!) and the beauty and elegance of Joey Wong. Granted Joey is gorgeous, but it's her balletic hand gestures that give her character an unattainable eroticism that's hard to analyse. And though Joey is now almost 20 years older (gawd, which of us isn't?) this will always be the enduring image of that actress.

Some reviewers here have said that the film is simplistic and lacks any surprises, but they're missing the fact that this movie was based on a famous Chinese story written by Pu Songling around 1700! That's a bit like complaining that Romeo and Juliet has a predictable ending and just copies WEST SIDE STORY.

For me, Chinese GHOST STORY is the quintessential romantic tale. It has high tragedy, because we know that Chio Sin and Sin Seen can never be together. It's about becoming mature, for none of us can mature until we've experienced great loss. It's about sacrifice, for sacrifice is an essential component of True Love. And the comedy stylings of Wu Ma don't hurt a bit, either.

Enjoy Chinese GHOST STORY by trying not to view it through a filter of Western culture and you'll get on with it just fine.",https://www.imdb.com/review/rw1437674/?ref_=tt_urv
